DateTime,Event
2024-02-09 20:30:00,CFTC Wheat speculative net positions
2024-02-09 20:30:00,CFTC Crude Oil speculative net positions
2024-02-09 20:30:00,CFTC Corn speculative net positions
2024-02-09 20:30:00,CFTC Copper speculative net positions
2024-02-09 20:30:00,CFTC Aluminium speculative net positions
2024-02-09 20:30:00,CFTC Gold speculative net positions
2024-02-12 14:20:00,FOMC Member Bowman Speaks
2024-02-12 16:00:00,NY Fed 1-Year Consumer Inflation Expectations
2024-02-12 16:30:00,6-Month Bill Auction
2024-02-12 16:30:00,3-Month Bill Auction
2024-02-12 17:00:00,FOMC Member Barkin Speaks
2024-02-12 18:00:00,FOMC Member Kashkari Speaks
2024-02-12 19:00:00,Federal Budget Balance (Jan)
2024-02-13 11:00:00,NFIB Small Business Optimism (Jan)
2024-02-13 12:00:00,OPEC Monthly Report
2024-02-13 13:30:00,"CPI Index, s.a (Jan)"
2024-02-13 13:30:00,Real Earnings (MoM) (Jan)
2024-02-13 13:30:00,"CPI, n.s.a (MoM) (Jan)"
2024-02-13 13:30:00,"CPI Index, n.s.a. (Jan)"
2024-02-13 13:30:00,Core CPI (MoM) (Jan)
2024-02-13 13:30:00,CPI (YoY) (Jan)
2024-02-13 13:30:00,Core CPI Index (Jan)
2024-02-13 13:30:00,Core CPI (YoY) (Jan)
2024-02-13 13:30:00,CPI (MoM) (Jan)
2024-02-13 13:55:00,Redbook (YoY)
2024-02-13 16:00:00,Cleveland CPI (MoM) (Jan)
2024-02-13 21:30:00,API Weekly Crude Oil Stock
2024-02-14 12:00:00,Mortgage Market Index
2024-02-14 12:00:00,Mortgage Refinance Index
2024-02-14 12:00:00,MBA Purchase Index
2024-02-14 12:00:00,MBA 30-Year Mortgage Rate
2024-02-14 12:00:00,MBA Mortgage Applications (WoW)
2024-02-14 14:30:00,Fed Goolsbee Speaks
2024-02-14 15:00:00,Thomson Reuters IPSOS PCSI (Feb)
2024-02-14 15:30:00,Gasoline Inventories
2024-02-14 15:30:00,EIA Weekly Refinery Utilization Rates (WoW)
2024-02-14 15:30:00,Heating Oil Stockpiles
2024-02-14 15:30:00,EIA Weekly Distillates Stocks
2024-02-14 15:30:00,Gasoline Production
2024-02-14 15:30:00,Cushing Crude Oil Inventories
2024-02-14 15:30:00,Crude Oil Imports
2024-02-14 15:30:00,EIA Refinery Crude Runs (WoW)
2024-02-14 15:30:00,Crude Oil Inventories
2024-02-14 15:30:00,Distillate Fuel Production
2024-02-14 21:00:00,Fed Vice Chair for Supervision Barr Speaks
2024-02-15 00:00:00,FOMC Member Bostic Speaks
2024-02-15 09:00:00,IEA Monthly Report
2024-02-15 13:30:00,Philly Fed Employment (Feb)
2024-02-15 13:30:00,Philly Fed New Orders (Feb)
2024-02-15 13:30:00,Philly Fed Prices Paid (Feb)
2024-02-15 13:30:00,Import Price Index (YoY)
2024-02-15 13:30:00,Retail Sales (YoY) (Jan)
2024-02-15 13:30:00,Retail Sales (MoM) (Jan)
2024-02-15 13:30:00,Retail Sales Ex Gas/Autos (MoM) (Jan)
2024-02-15 13:30:00,Philly Fed CAPEX Index (Feb)
2024-02-15 13:30:00,Retail Control (MoM) (Jan)
2024-02-15 13:30:00,Philly Fed Business Conditions (Feb)
2024-02-15 13:30:00,Export Price Index (MoM) (Jan)
2024-02-15 13:30:00,NY Empire State Manufacturing Index (Feb)
2024-02-15 13:30:00,Jobless Claims 4-Week Avg.
2024-02-15 13:30:00,Initial Jobless Claims
2024-02-15 13:30:00,Import Price Index (MoM) (Jan)
2024-02-15 13:30:00,Export Price Index (YoY)
2024-02-15 13:30:00,Core Retail Sales (MoM) (Jan)
2024-02-15 13:30:00,Continuing Jobless Claims
2024-02-15 13:30:00,Philadelphia Fed Manufacturing Index (Feb)
2024-02-15 14:15:00,Manufacturing Production (MoM) (Jan)
2024-02-15 14:15:00,Capacity Utilization Rate (Jan)
2024-02-15 14:15:00,Industrial Production (MoM) (Jan)
2024-02-15 14:15:00,Industrial Production (YoY) (Jan)
2024-02-15 15:00:00,NAHB Housing Market Index (Feb)
2024-02-15 15:00:00,Retail Inventories Ex Auto (Dec)
2024-02-15 15:00:00,Business Inventories (MoM) (Dec)
2024-02-15 15:30:00,Natural Gas Storage
2024-02-15 16:30:00,8-Week Bill Auction
2024-02-15 16:30:00,4-Week Bill Auction
2024-02-15 18:00:00,Atlanta Fed GDPNow (Q1)
2024-02-15 18:15:00,Fed Waller Speaks
2024-02-15 21:00:00,"US Foreign Buying, T-bonds (Dec)"
2024-02-15 21:00:00,Overall Net Capital Flow (Dec)
2024-02-15 21:00:00,TIC Net Long-Term Transactions (Dec)
2024-02-15 21:00:00,TIC Net Long-Term Transactions including Swaps (Dec)
2024-02-15 21:30:00,Fed's Balance Sheet
2024-02-15 21:30:00,Reserve Balances with Federal Reserve Banks
2024-02-16 00:00:00,FOMC Member Bostic Speaks
2024-02-16 13:00:00,FOMC Member Barkin Speaks
2024-02-16 13:30:00,PPI (YoY) (Jan)
2024-02-16 13:30:00,PPI (MoM) (Jan)
2024-02-16 13:30:00,Housing Starts (MoM) (Jan)
2024-02-16 13:30:00,Housing Starts (Jan)
2024-02-16 13:30:00,Core PPI (YoY) (Jan)
2024-02-16 13:30:00,Building Permits (MoM) (Jan)
2024-02-16 13:30:00,Building Permits (Jan)
2024-02-16 13:30:00,PPI ex. Food/Energy/Transport (YoY) (Jan)
2024-02-16 13:30:00,PPI ex. Food/Energy/Transport (MoM) (Jan)
2024-02-16 13:30:00,Core PPI (MoM) (Jan)
2024-02-16 14:10:00,Fed Vice Chair for Supervision Barr Speaks
2024-02-16 15:00:00,Michigan Current Conditions (Feb)
2024-02-16 15:00:00,Michigan Consumer Expectations (Feb)
2024-02-16 15:00:00,Michigan Consumer Sentiment (Feb)
2024-02-16 15:00:00,Michigan 1-Year Inflation Expectations (Feb)
2024-02-16 15:00:00,Michigan 5-Year Inflation Expectations (Feb)
2024-02-16 16:30:00,Atlanta Fed GDPNow (Q1)
2024-02-16 17:10:00,FOMC Member Daly Speaks
2024-02-16 18:00:00,U.S. Baker Hughes Oil Rig Count
2024-02-16 18:00:00,U.S. Baker Hughes Total Rig Count
2024-02-16 20:30:00,CFTC Nasdaq 100 speculative net positions
2024-02-16 20:30:00,CFTC Wheat speculative net positions
2024-02-16 20:30:00,CFTC Soybeans speculative net positions
2024-02-16 20:30:00,CFTC Silver speculative net positions
2024-02-16 20:30:00,CFTC S&P 500 speculative net positions
2024-02-16 20:30:00,CFTC Natural Gas speculative net positions
2024-02-16 20:30:00,CFTC Gold speculative net positions
2024-02-16 20:30:00,CFTC Crude Oil speculative net positions
2024-02-16 20:30:00,CFTC Corn speculative net positions
2024-02-16 20:30:00,CFTC Copper speculative net positions
2024-02-16 20:30:00,CFTC Aluminium speculative net positions
2024-02-20 15:00:00,US Leading Index (MoM) (Jan)
2024-02-20 16:30:00,3-Month Bill Auction
2024-02-20 16:30:00,6-Month Bill Auction
2024-02-20 18:00:00,52-Week Bill Auction
2024-02-21 12:00:00,Mortgage Refinance Index
2024-02-21 12:00:00,Mortgage Market Index
2024-02-21 12:00:00,MBA Purchase Index
2024-02-21 12:00:00,MBA Mortgage Applications (WoW)
2024-02-21 12:00:00,MBA 30-Year Mortgage Rate
2024-02-21 13:00:00,FOMC Member Bostic Speaks
2024-02-21 13:55:00,Redbook (YoY)
2024-02-21 18:00:00,20-Year Bond Auction
2024-02-21 18:00:00,FOMC Member Bowman Speaks
2024-02-21 19:00:00,FOMC Meeting Minutes
2024-02-21 21:30:00,API Weekly Crude Oil Stock
2024-02-22 13:30:00,Initial Jobless Claims
2024-02-22 13:30:00,Jobless Claims 4-Week Avg.
2024-02-22 13:30:00,Chicago Fed National Activity (Jan)
2024-02-22 13:30:00,Continuing Jobless Claims
2024-02-22 14:45:00,S&P Global US Manufacturing PMI (Feb)
2024-02-22 14:45:00,S&P Global Composite PMI (Feb)
2024-02-22 14:45:00,S&P Global Services PMI (Feb)
2024-02-22 15:00:00,Existing Home Sales (MoM) (Jan)
2024-02-22 15:00:00,Existing Home Sales (Jan)
2024-02-22 15:00:00,Fed Governor Jefferson Speaks
2024-02-22 15:30:00,Natural Gas Storage
2024-02-22 16:00:00,Gasoline Production
2024-02-22 16:00:00,Gasoline Inventories
2024-02-22 16:00:00,EIA Weekly Refinery Utilization Rates (WoW)
2024-02-22 16:00:00,Heating Oil Stockpiles
2024-02-22 16:00:00,EIA Weekly Distillates Stocks
2024-02-22 16:00:00,Cushing Crude Oil Inventories
2024-02-22 16:00:00,Crude Oil Imports
2024-02-22 16:00:00,EIA Refinery Crude Runs (WoW)
2024-02-22 16:00:00,Crude Oil Inventories
2024-02-22 16:00:00,Distillate Fuel Production
2024-02-22 16:30:00,4-Week Bill Auction
2024-02-22 16:30:00,8-Week Bill Auction
2024-02-22 18:00:00,30-Year TIPS Auction
2024-02-22 20:15:00,FOMC Member Harker Speaks
2024-02-22 21:30:00,Reserve Balances with Federal Reserve Banks
2024-02-22 21:30:00,Fed's Balance Sheet
2024-02-22 22:00:00,Fed Governor Cook Speaks
2024-02-22 22:00:00,FOMC Member Kashkari Speaks
2024-02-23 00:35:00,Fed Waller Speaks
2024-02-23 18:00:00,U.S. Baker Hughes Oil Rig Count
2024-02-23 18:00:00,U.S. Baker Hughes Total Rig Count
2024-02-23 20:30:00,CFTC Silver speculative net positions
2024-02-23 20:30:00,CFTC Natural Gas speculative net positions
2024-02-23 20:30:00,CFTC Wheat speculative net positions
2024-02-23 20:30:00,CFTC Soybeans speculative net positions
2024-02-23 20:30:00,CFTC Nasdaq 100 speculative net positions
2024-02-23 20:30:00,CFTC S&P 500 speculative net positions
2024-02-23 20:30:00,CFTC Crude Oil speculative net positions
2024-02-23 20:30:00,CFTC Gold speculative net positions
2024-02-23 20:30:00,CFTC Corn speculative net positions
2024-02-23 20:30:00,CFTC Copper speculative net positions
2024-02-23 20:30:00,CFTC Aluminium speculative net positions
2024-02-26 13:30:00,Building Permits (MoM)
2024-02-26 13:30:00,Building Permits
2024-02-26 15:00:00,New Home Sales (Jan)
2024-02-26 15:00:00,New Home Sales (MoM) (Jan)
2024-02-26 15:30:00,Dallas Fed Mfg Business Index (Feb)
2024-02-26 16:30:00,6-Month Bill Auction
2024-02-26 16:30:00,2-Year Note Auction
2024-02-26 18:00:00,3-Month Bill Auction
2024-02-26 18:00:00,5-Year Note Auction
2024-02-27 13:30:00,Core Durable Goods Orders (MoM) (Jan)
2024-02-27 13:30:00,Durable Goods Orders (MoM) (Jan)
2024-02-27 13:30:00,Durables Excluding Defense (MoM) (Jan)
2024-02-27 13:30:00,Goods Orders Non Defense Ex Air (MoM) (Jan)
2024-02-27 13:55:00,Redbook (YoY)
2024-02-27 14:00:00,S&P/CS HPI Composite - 20 n.s.a. (MoM) (Dec)
2024-02-27 14:00:00,S&P/CS HPI Composite - 20 n.s.a. (YoY) (Dec)
2024-02-27 14:00:00,S&P/CS HPI Composite - 20 s.a. (MoM) (Dec)
2024-02-27 14:00:00,House Price Index (YoY) (Dec)
2024-02-27 14:00:00,House Price Index (MoM) (Dec)
2024-02-27 14:00:00,House Price Index (Dec)
2024-02-27 14:05:00,Fed Vice Chair for Supervision Barr Speaks
2024-02-27 15:00:00,CB Consumer Confidence (Feb)
2024-02-27 15:00:00,Richmond Manufacturing Index (Feb)
2024-02-27 15:00:00,Richmond Manufacturing Shipments (Feb)
2024-02-27 15:00:00,Richmond Services Index (Feb)
2024-02-27 15:30:00,Texas Services Sector Outlook (Feb)
2024-02-27 15:30:00,Dallas Fed Services Revenues (Feb)
2024-02-27 16:30:00,Atlanta Fed GDPNow (Q1)
2024-02-27 18:00:00,M2 Money Supply (MoM) (Jan)
2024-02-27 18:00:00,7-Year Note Auction
2024-02-27 21:30:00,API Weekly Crude Oil Stock
2024-02-28 12:00:00,MBA 30-Year Mortgage Rate
2024-02-28 12:00:00,MBA Mortgage Applications (WoW)
2024-02-28 12:00:00,MBA Purchase Index
2024-02-28 12:00:00,Mortgage Market Index
2024-02-28 12:00:00,Mortgage Refinance Index
2024-02-28 13:30:00,Wholesale Inventories (MoM)
2024-02-28 13:30:00,PCE Prices (Q4)
2024-02-28 13:30:00,Retail Inventories Ex Auto (Jan)
2024-02-28 13:30:00,Goods Trade Balance (Jan)
2024-02-28 13:30:00,Real Consumer Spending (Q4)
2024-02-28 13:30:00,GDP Price Index (QoQ) (Q4)
2024-02-28 13:30:00,GDP (QoQ) (Q4)
2024-02-28 13:30:00,Core PCE Prices (Q4)
2024-02-28 13:30:00,GDP Sales (Q4)
2024-02-28 15:30:00,Gasoline Inventories
2024-02-28 15:30:00,EIA Weekly Refinery Utilization Rates (WoW)
2024-02-28 15:30:00,Heating Oil Stockpiles
2024-02-28 15:30:00,EIA Weekly Distillates Stocks
2024-02-28 15:30:00,Gasoline Production
2024-02-28 15:30:00,Cushing Crude Oil Inventories
2024-02-28 15:30:00,Crude Oil Imports
2024-02-28 15:30:00,EIA Refinery Crude Runs (WoW)
2024-02-28 15:30:00,Crude Oil Inventories
2024-02-28 15:30:00,Distillate Fuel Production
2024-02-28 17:00:00,FOMC Member Bostic Speaks
2024-02-28 17:15:00,Fed Collins Speaks
2024-02-28 17:45:00,FOMC Member Williams Speaks
2024-02-29 13:30:00,PCE Price index (YoY) (Jan)
2024-02-29 13:30:00,Personal Spending (MoM) (Jan)
2024-02-29 13:30:00,Real Personal Consumption (MoM) (Jan)
2024-02-29 13:30:00,PCE price index (MoM) (Jan)
2024-02-29 13:30:00,Personal Income (MoM) (Jan)
2024-02-29 13:30:00,Initial Jobless Claims
2024-02-29 13:30:00,Core PCE Price Index (YoY) (Jan)
2024-02-29 13:30:00,Core PCE Price Index (MoM) (Jan)
2024-02-29 13:30:00,Continuing Jobless Claims
2024-02-29 13:30:00,Jobless Claims 4-Week Avg.
2024-02-29 14:00:00,Dallas Fed PCE (Jan)
2024-02-29 14:45:00,Chicago PMI (Feb)
2024-02-29 15:00:00,Pending Home Sales (MoM) (Jan)
2024-02-29 15:00:00,Pending Home Sales Index (Jan)
2024-02-29 15:30:00,Natural Gas Storage
2024-02-29 15:45:00,OPEC Crude oil Production Venezuela (Barrel)
2024-02-29 15:45:00,OPEC Crude oil Production UAE (Barrel)
2024-02-29 15:45:00,OPEC Crude oil Production Saudi Arabia (Barrel)
2024-02-29 15:45:00,OPEC Crude Oil Production Nigeria (Barrel)
2024-02-29 15:45:00,OPEC Crude Oil Production Libya (Barrel)
2024-02-29 15:45:00,OPEC Crude Oil Production Kuwait (Barrel)
2024-02-29 15:45:00,OPEC Crude Oil Production Guinea (Barrel)
2024-02-29 15:45:00,OPEC Crude oil Production Iran (Barrel)
2024-02-29 15:45:00,OPEC Crude Oil Production Gabon (Barrel)
2024-02-29 15:45:00,OPEC Crude Oil Production Congo (Barrel)
2024-02-29 15:45:00,OPEC Crude Oil Production Algeria (Barrel)
2024-02-29 15:45:00,OPEC Crude oil Production Iraq (Barrel)
2024-02-29 15:50:00,FOMC Member Bostic Speaks
2024-02-29 16:00:00,Fed Goolsbee Speaks
2024-02-29 16:00:00,KC Fed Composite Index (Feb)
2024-02-29 16:00:00,KC Fed Manufacturing Index (Feb)
2024-02-29 16:30:00,Atlanta Fed GDPNow (Q1)
2024-02-29 16:30:00,4-Week Bill Auction
2024-02-29 16:30:00,8-Week Bill Auction
2024-02-29 18:15:00,FOMC Member Mester Speaks
2024-02-29 21:30:00,Fed's Balance Sheet
2024-02-29 21:30:00,Reserve Balances with Federal Reserve Banks
2024-02-29 22:00:00,Fed Goolsbee Speaks
2024-03-01 01:10:00,FOMC Member Williams Speaks
2024-03-01 14:45:00,S&P Global US Manufacturing PMI (Feb)
2024-03-01 15:00:00,Michigan Consumer Expectations (Feb)
2024-03-01 15:00:00,Michigan Current Conditions (Feb)
2024-03-01 15:00:00,Michigan Consumer Sentiment (Feb)
2024-03-01 15:00:00,Michigan 5-Year Inflation Expectations (Feb)
2024-03-01 15:00:00,ISM Manufacturing Prices (Feb)
2024-03-01 15:00:00,Michigan 1-Year Inflation Expectations (Feb)
2024-03-01 15:00:00,ISM Manufacturing New Orders Index (Feb)
2024-03-01 15:00:00,ISM Manufacturing Employment (Feb)
2024-03-01 15:00:00,Construction Spending (MoM) (Jan)
2024-03-01 15:00:00,ISM Manufacturing PMI (Feb)
2024-03-01 15:15:00,Fed Logan Speaks
2024-03-01 15:15:00,Fed Waller Speaks
2024-03-01 17:15:00,FOMC Member Bostic Speaks
2024-03-01 18:00:00,Atlanta Fed GDPNow (Q1)
2024-03-01 18:00:00,U.S. Baker Hughes Oil Rig Count
2024-03-01 18:00:00,U.S. Baker Hughes Total Rig Count
2024-03-01 18:30:00,FOMC Member Daly Speaks
2024-03-01 20:30:00,CFTC Silver speculative net positions
2024-03-01 20:30:00,CFTC Soybeans speculative net positions
2024-03-01 20:30:00,CFTC Corn speculative net positions
2024-03-01 20:30:00,CFTC S&P 500 speculative net positions
2024-03-01 20:30:00,CFTC Wheat speculative net positions
2024-03-01 20:30:00,CFTC Natural Gas speculative net positions
2024-03-01 20:30:00,CFTC Copper speculative net positions
2024-03-01 20:30:00,CFTC Gold speculative net positions
2024-03-01 20:30:00,CFTC Crude Oil speculative net positions
2024-03-01 20:30:00,CFTC Nasdaq 100 speculative net positions
2024-03-01 20:30:00,CFTC Aluminium speculative net positions
2024-03-04 13:00:00,All Car Sales (Feb)
2024-03-04 13:00:00,All Truck Sales (Feb)
2024-03-04 16:00:00,FOMC Member Harker Speaks
2024-03-04 16:30:00,3-Month Bill Auction
2024-03-04 16:30:00,6-Month Bill Auction
2024-03-05 11:15:00,Total Vehicle Sales
2024-03-05 13:55:00,Redbook (YoY)
2024-03-05 14:45:00,S&P Global Composite PMI (Feb)
2024-03-05 14:45:00,S&P Global Services PMI (Feb)
2024-03-05 15:00:00,Durables Excluding Defense (MoM) (Jan)
2024-03-05 15:00:00,Durables Excluding Transport (MoM) (Jan)
2024-03-05 15:00:00,Factory Orders (MoM) (Jan)
2024-03-05 15:00:00,Factory orders ex transportation (MoM) (Jan)
2024-03-05 15:00:00,ISM Non-Manufacturing Business Activity (Feb)
2024-03-05 15:00:00,ISM Non-Manufacturing Employment (Feb)
2024-03-05 15:00:00,ISM Non-Manufacturing New Orders (Feb)
2024-03-05 15:00:00,ISM Non-Manufacturing PMI (Feb)
2024-03-05 15:00:00,ISM Non-Manufacturing Prices (Feb)
2024-03-05 17:00:00,Fed Vice Chair for Supervision Barr Speaks
2024-03-05 20:30:00,Fed Vice Chair for Supervision Barr Speaks
2024-03-05 21:30:00,API Weekly Crude Oil Stock
2024-03-06 12:00:00,MBA 30-Year Mortgage Rate
2024-03-06 12:00:00,MBA Mortgage Applications (WoW)
2024-03-06 12:00:00,MBA Purchase Index
2024-03-06 12:00:00,Mortgage Market Index
2024-03-06 12:00:00,Mortgage Refinance Index
2024-03-06 13:15:00,ADP Nonfarm Employment Change (Feb)
2024-03-06 15:00:00,Wholesale Trade Sales (MoM) (Jan)
2024-03-06 15:00:00,Wholesale Inventories (MoM) (Jan)
2024-03-06 15:00:00,Fed Chair Powell Testifies
2024-03-06 15:00:00,JOLTs Job Openings (Jan)
2024-03-06 15:30:00,Heating Oil Stockpiles
2024-03-06 15:30:00,IBD/TIPP Economic Optimism
2024-03-06 15:30:00,Gasoline Inventories
2024-03-06 15:30:00,EIA Weekly Refinery Utilization Rates (WoW)
2024-03-06 15:30:00,Gasoline Production
2024-03-06 15:30:00,Crude Oil Inventories
2024-03-06 15:30:00,Distillate Fuel Production
2024-03-06 15:30:00,Cushing Crude Oil Inventories
2024-03-06 15:30:00,Crude Oil Imports
2024-03-06 15:30:00,EIA Refinery Crude Runs (WoW)
2024-03-06 15:30:00,EIA Weekly Distillates Stocks
2024-03-06 17:00:00,FOMC Member Daly Speaks
2024-03-06 18:00:00,Atlanta Fed GDPNow (Q1)
2024-03-06 19:00:00,Beige Book
2024-03-06 20:15:00,FOMC Member Kashkari Speaks
2024-03-07 12:30:00,Challenger Job Cuts (Feb)
2024-03-07 12:30:00,Challenger Job Cuts (YoY)
2024-03-07 13:30:00,Continuing Jobless Claims
2024-03-07 13:30:00,Exports
2024-03-07 13:30:00,Imports
2024-03-07 13:30:00,Initial Jobless Claims
2024-03-07 13:30:00,Jobless Claims 4-Week Avg.
2024-03-07 13:30:00,Nonfarm Productivity (QoQ) (Q4)
2024-03-07 13:30:00,Trade Balance (Jan)
2024-03-07 13:30:00,Unit Labor Costs (QoQ) (Q4)
2024-03-07 15:00:00,Fed Chair Powell Testifies
2024-03-07 15:30:00,Natural Gas Storage
2024-03-07 16:30:00,4-Week Bill Auction
2024-03-07 16:30:00,8-Week Bill Auction
2024-03-07 16:30:00,Atlanta Fed GDPNow (Q1)
2024-03-07 16:30:00,FOMC Member Mester Speaks
2024-03-07 20:00:00,Consumer Credit (Jan)
2024-03-07 21:30:00,Fed's Balance Sheet
2024-03-07 21:30:00,Reserve Balances with Federal Reserve Banks
2024-03-08 02:00:00,U.S. President Biden Speaks
2024-03-08 12:00:00,FOMC Member Williams Speaks
2024-03-08 13:30:00,Unemployment Rate (Feb)
2024-03-08 13:30:00,U6 Unemployment Rate (Feb)
2024-03-08 13:30:00,Private Nonfarm Payrolls (Feb)
2024-03-08 13:30:00,Nonfarm Payrolls (Feb)
2024-03-08 13:30:00,Participation Rate (Feb)
2024-03-08 13:30:00,Government Payrolls (Feb)
2024-03-08 13:30:00,Manufacturing Payrolls (Feb)
2024-03-08 13:30:00,Average Weekly Hours (Feb)
2024-03-08 13:30:00,Average Hourly Earnings (MoM) (Feb)
2024-03-08 13:30:00,Average Hourly Earnings (YoY) (YoY) (Feb)
2024-03-08 17:00:00,WASDE Report
2024-03-08 18:00:00,U.S. Baker Hughes Oil Rig Count
2024-03-08 18:00:00,U.S. Baker Hughes Total Rig Count
2024-03-08 20:30:00,CFTC Wheat speculative net positions
2024-03-08 20:30:00,CFTC Soybeans speculative net positions
2024-03-08 20:30:00,CFTC Silver speculative net positions
2024-03-08 20:30:00,CFTC S&P 500 speculative net positions
2024-03-08 20:30:00,CFTC Natural Gas speculative net positions
2024-03-08 20:30:00,CFTC Crude Oil speculative net positions
2024-03-08 20:30:00,CFTC Gold speculative net positions
2024-03-08 20:30:00,CFTC Corn speculative net positions
2024-03-08 20:30:00,CFTC Copper speculative net positions
2024-03-08 20:30:00,CFTC Aluminium speculative net positions
2024-03-08 20:30:00,CFTC Nasdaq 100 speculative net positions
2024-03-11 14:00:00,CB Employment Trends Index (Feb)
2024-03-11 15:00:00,NY Fed 1-Year Consumer Inflation Expectations
2024-03-11 15:30:00,6-Month Bill Auction
2024-03-11 15:30:00,3-Month Bill Auction
2024-03-11 17:00:00,3-Year Note Auction
2024-03-12 10:00:00,NFIB Small Business Optimism (Feb)
2024-03-12 12:00:00,OPEC Monthly Report
2024-03-12 12:30:00,Core CPI (MoM) (Feb)
2024-03-12 12:30:00,Core CPI (YoY) (Feb)
2024-03-12 12:30:00,Core CPI Index (Feb)
2024-03-12 12:30:00,CPI (YoY) (Feb)
2024-03-12 12:30:00,CPI (MoM) (Feb)
2024-03-12 12:30:00,"CPI Index, n.s.a. (Feb)"
2024-03-12 12:30:00,"CPI Index, s.a (Feb)"
2024-03-12 12:30:00,"CPI, n.s.a (MoM) (Feb)"
2024-03-12 12:30:00,Real Earnings (MoM) (Feb)
2024-03-12 12:55:00,Redbook (YoY)
2024-03-12 15:00:00,Cleveland CPI (MoM) (Feb)
2024-03-12 16:00:00,EIA Short-Term Energy Outlook
2024-03-12 17:00:00,10-Year Note Auction
2024-03-12 18:00:00,Federal Budget Balance (Feb)
2024-03-12 20:30:00,API Weekly Crude Oil Stock
2024-03-13 11:00:00,MBA 30-Year Mortgage Rate
2024-03-13 11:00:00,MBA Mortgage Applications (WoW)
2024-03-13 11:00:00,MBA Purchase Index
2024-03-13 11:00:00,Mortgage Market Index
2024-03-13 11:00:00,Mortgage Refinance Index
2024-03-13 14:30:00,Gasoline Inventories
2024-03-13 14:30:00,Heating Oil Stockpiles
2024-03-13 14:30:00,Gasoline Production
2024-03-13 14:30:00,EIA Weekly Distillates Stocks
2024-03-13 14:30:00,EIA Weekly Refinery Utilization Rates (WoW)
2024-03-13 14:30:00,Cushing Crude Oil Inventories
2024-03-13 14:30:00,Crude Oil Inventories
2024-03-13 14:30:00,Distillate Fuel Production
2024-03-13 14:30:00,Crude Oil Imports
2024-03-13 14:30:00,EIA Refinery Crude Runs (WoW)
2024-03-13 15:00:00,Thomson Reuters IPSOS PCSI (Mar)
2024-03-13 17:00:00,30-Year Bond Auction
2024-03-14 09:00:00,IEA Monthly Report
2024-03-14 12:30:00,Retail Sales Ex Gas/Autos (MoM) (Feb)
2024-03-14 12:30:00,Retail Sales (YoY) (Feb)
2024-03-14 12:30:00,Retail Sales (MoM) (Feb)
2024-03-14 12:30:00,Retail Control (MoM) (Feb)
2024-03-14 12:30:00,PPI (YoY) (Feb)
2024-03-14 12:30:00,PPI (MoM) (Feb)
2024-03-14 12:30:00,Jobless Claims 4-Week Avg.
2024-03-14 12:30:00,Core Retail Sales (MoM) (Feb)
2024-03-14 12:30:00,Core PPI (YoY) (Feb)
2024-03-14 12:30:00,Core PPI (MoM) (Feb)
2024-03-14 12:30:00,Continuing Jobless Claims
2024-03-14 12:30:00,PPI ex. Food/Energy/Transport (YoY) (Feb)
2024-03-14 12:30:00,PPI ex. Food/Energy/Transport (MoM) (Feb)
2024-03-14 12:30:00,Initial Jobless Claims
2024-03-14 14:00:00,Business Inventories (MoM) (Jan)
2024-03-14 14:00:00,Retail Inventories Ex Auto (Jan)
2024-03-14 14:30:00,Natural Gas Storage
2024-03-14 15:30:00,4-Week Bill Auction
2024-03-14 15:30:00,8-Week Bill Auction
2024-03-14 18:00:00,Atlanta Fed GDPNow (Q1)
2024-03-14 20:30:00,Reserve Balances with Federal Reserve Banks
2024-03-14 20:30:00,Fed's Balance Sheet
2024-03-15 12:30:00,Export Price Index (MoM) (Feb)
2024-03-15 12:30:00,Export Price Index (YoY)
2024-03-15 12:30:00,Import Price Index (YoY)
2024-03-15 12:30:00,Import Price Index (MoM) (Feb)
2024-03-15 12:30:00,NY Empire State Manufacturing Index (Mar)
2024-03-15 13:15:00,Capacity Utilization Rate (Feb)
2024-03-15 13:15:00,Industrial Production (YoY) (Feb)
2024-03-15 13:15:00,Industrial Production (MoM) (Feb)
2024-03-15 13:15:00,Manufacturing Production (MoM) (Feb)
2024-03-15 14:00:00,Michigan Consumer Sentiment (Mar)
2024-03-15 14:00:00,Michigan Consumer Expectations (Mar)
2024-03-15 14:00:00,Michigan Current Conditions (Mar)
2024-03-15 14:00:00,Michigan 1-Year Inflation Expectations (Mar)
2024-03-15 14:00:00,Michigan 5-Year Inflation Expectations (Mar)
2024-03-15 17:00:00,U.S. Baker Hughes Oil Rig Count
2024-03-15 17:00:00,U.S. Baker Hughes Total Rig Count
2024-03-15 20:30:00,CFTC Wheat speculative net positions
2024-03-15 20:30:00,CFTC Aluminium speculative net positions
2024-03-15 20:30:00,CFTC Copper speculative net positions
2024-03-15 20:30:00,CFTC Corn speculative net positions
2024-03-15 20:30:00,CFTC Crude Oil speculative net positions
2024-03-15 20:30:00,CFTC Gold speculative net positions
2024-03-15 20:30:00,CFTC Nasdaq 100 speculative net positions
2024-03-15 20:30:00,CFTC Natural Gas speculative net positions
2024-03-15 20:30:00,CFTC S&P 500 speculative net positions
2024-03-15 20:30:00,CFTC Silver speculative net positions
2024-03-15 20:30:00,CFTC Soybeans speculative net positions
2024-03-18 14:00:00,NAHB Housing Market Index (Mar)
2024-03-18 15:30:00,3-Month Bill Auction
2024-03-18 15:30:00,6-Month Bill Auction
